dataset,prop_budget,beta0,rho,gamma,tau,seed,mean_width,coverage
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,36,0.048157889395952225,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,37,0.04815230146050453,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,38,0.0480785109102726,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,39,0.0482083298265934,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,40,0.04811754450201988,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,41,0.048038337379693985,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,42,0.048107974231243134,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,43,0.048068802803754807,0.9593128390596745
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,44,0.04811101779341698,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,45,0.048078134655952454,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,46,0.048073478043079376,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,47,0.0481267124414444,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,48,0.048165399581193924,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,49,0.0481773316860199,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,50,0.048132650554180145,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,51,0.048232484608888626,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,52,0.048185303807258606,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,53,0.04816100373864174,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,54,0.04808724671602249,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,55,0.04809477925300598,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,56,0.04810231924057007,0.9421338155515371
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,57,0.04812907055020332,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,58,0.04802877455949783,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,59,0.04808603227138519,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,60,0.04816780984401703,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,61,0.04814507067203522,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,62,0.048138972371816635,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,63,0.04811045154929161,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,64,0.048147428780794144,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,65,0.0481613464653492,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,66,0.048097897320985794,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,67,0.0481872484087944,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,68,0.04816736653447151,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,69,0.04811066761612892,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,70,0.04813326522707939,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,71,0.04804839566349983,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,72,0.04814154654741287,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,73,0.04814760386943817,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,74,0.04810189828276634,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,75,0.04806855320930481,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,76,0.048051197081804276,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,77,0.048151180148124695,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,78,0.04807261377573013,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,79,0.048195451498031616,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,80,0.0481916107237339,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,81,0.048003364354372025,0.95750452079566
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,82,0.04815253987908363,0.9597649186256781
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,83,0.048000190407037735,0.9394213381555153
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,84,0.048181261867284775,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,85,0.04808786138892174,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,86,0.04806467890739441,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,87,0.04816357046365738,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,88,0.048073846846818924,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,89,0.0482182502746582,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,90,0.04806598648428917,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,91,0.048169609159231186,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,92,0.04811327904462814,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,93,0.04820892587304115,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,94,0.04814954847097397,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,95,0.04814835265278816,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,96,0.04812399670481682,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,97,0.04816953465342522,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,98,0.04806891828775406,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.075,1.0,0.0,0.0,0.75,99,0.04813578724861145,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,0,0.040367186069488525,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,1,0.04036281630396843,0.9407775768535261
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,2,0.04033081978559494,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,3,0.04041968286037445,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,4,0.04037949815392494,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,5,0.040482841432094574,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,6,0.04042354226112366,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,7,0.040335990488529205,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,8,0.04034609720110893,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,9,0.04034774750471115,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,10,0.04041047394275665,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,11,0.04045757278800011,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,12,0.04043715447187424,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,13,0.0404362715780735,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,14,0.04037858545780182,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,15,0.04039788618683815,0.9602169981916817
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,16,0.04042498767375946,0.939873417721519
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,17,0.04031572490930557,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,18,0.04036768525838852,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,19,0.0403955914080143,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,20,0.04038265347480774,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,21,0.040320247411727905,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,22,0.04037243872880936,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,23,0.04039572551846504,0.9412296564195298
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,24,0.04038567841053009,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,25,0.040344949811697006,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,26,0.04033878818154335,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,27,0.040398240089416504,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,28,0.040405791252851486,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,29,0.04040752351284027,0.9394213381555153
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,30,0.04036297649145126,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,31,0.04044721648097038,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,32,0.04036432504653931,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,33,0.04044094681739807,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,34,0.040414534509181976,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,35,0.04036242887377739,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,36,0.040421292185783386,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,37,0.040403928607702255,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,38,0.04037660360336304,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,39,0.04045906662940979,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,40,0.04037361592054367,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,41,0.04033149778842926,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,42,0.04038827866315842,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,43,0.04038161411881447,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,44,0.040393903851509094,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,45,0.04034687578678131,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,46,0.04036060348153114,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,47,0.04039515554904938,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,48,0.04042871296405792,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,49,0.04044001176953316,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,50,0.04041551798582077,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,51,0.04048411548137665,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,52,0.04044734314084053,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,53,0.04039144515991211,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,54,0.04036689177155495,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,55,0.04039726406335831,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,56,0.040394190698862076,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,57,0.04040000960230827,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,58,0.04031618312001228,0.9421338155515371
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,59,0.040356654673814774,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,60,0.040433675050735474,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,61,0.040396906435489655,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,62,0.040386877954006195,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,63,0.04035698622465134,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,64,0.04040783271193504,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,65,0.04041709750890732,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,66,0.040382254868745804,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,67,0.04043721407651901,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,68,0.040437351912260056,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,69,0.04039020091295242,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,70,0.04040806367993355,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,71,0.04033755511045456,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,72,0.04039587080478668,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,73,0.040412984788417816,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,74,0.040367331355810165,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,75,0.040368616580963135,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,76,0.040337540209293365,0.9452983725135623
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,77,0.040416765958070755,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,78,0.04034226015210152,0.9389692585895117
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,79,0.04044347256422043,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,80,0.04044806584715843,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,81,0.04030681028962135,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,82,0.040431465953588486,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,83,0.04031135514378548,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,84,0.04044193774461746,0.9597649186256781
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,85,0.04036135599017143,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,86,0.040352482348680496,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,87,0.04042418301105499,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,88,0.0403682142496109,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,89,0.040474485605955124,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,90,0.04034408926963806,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,91,0.040439408272504807,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,92,0.040398210287094116,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,93,0.04045459255576134,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,94,0.040404245257377625,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,95,0.04039521515369415,0.9421338155515371
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,96,0.04037972167134285,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,97,0.040443215519189835,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,98,0.0403607115149498,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.1,1.0,0.0,0.0,0.75,99,0.04041606932878494,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,0,0.035306576639413834,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,1,0.035307660698890686,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,2,0.0352696068584919,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,3,0.03533851355314255,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,4,0.03531823679804802,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,5,0.03538697585463524,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,6,0.03535092994570732,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,7,0.035287100821733475,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,8,0.035288482904434204,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,9,0.03529100865125656,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,10,0.03533313423395157,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,11,0.03537571802735329,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,12,0.035355325788259506,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,13,0.03535614162683487,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,14,0.035304293036460876,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,15,0.0353221632540226,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,16,0.03534284606575966,0.9389692585895117
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,17,0.03527585044503212,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,18,0.03529416024684906,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,19,0.035316936671733856,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,20,0.03531662002205849,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,21,0.03526674211025238,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,22,0.035317156463861465,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,23,0.03532179445028305,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,24,0.03531709313392639,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,25,0.035281695425510406,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,26,0.03526797518134117,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,27,0.035322822630405426,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,28,0.035332001745700836,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,29,0.03532959520816803,0.939873417721519
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,30,0.035297926515340805,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,31,0.03536022827029228,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,32,0.03529628366231918,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,33,0.03534950315952301,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,34,0.035338155925273895,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,35,0.03529839590191841,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,36,0.03532979637384415,0.953887884267631
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,37,0.03533213585615158,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,38,0.0353095568716526,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,39,0.03536561131477356,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,40,0.03530649468302727,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,41,0.035281501710414886,0.93625678119349
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,42,0.035308822989463806,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,43,0.0353151299059391,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,44,0.03532338887453079,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,45,0.03528418764472008,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,46,0.035295940935611725,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,47,0.035308171063661575,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,48,0.03533966839313507,0.9593128390596745
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,49,0.03535289689898491,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,50,0.03533941134810448,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,51,0.03538641706109047,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,52,0.03536493331193924,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,53,0.03531859815120697,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,54,0.0353202149271965,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,55,0.03533295542001724,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,56,0.03530871868133545,0.939873417721519
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,57,0.0353262759745121,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,58,0.03528834506869316,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,59,0.035302773118019104,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,60,0.03534945473074913,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,61,0.03531784936785698,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,62,0.03530503064393997,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,63,0.035306986421346664,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,64,0.035333532840013504,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,65,0.03533459082245827,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,66,0.035314109176397324,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,67,0.03535199910402298,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,68,0.03534991666674614,0.945750452079566
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,69,0.03532670438289642,0.951627486437613
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,70,0.035326793789863586,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,71,0.035273727029561996,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0.125,1.0,0.0,0.0,0.75,72,0.035336174070835114,0.951627486437613
