dataset,prop_budget,beta0,rho,gamma,tau,seed,mean_width,coverage
mmlu-pro,0.075,1.0,0.0,0.0,0.75,91,0.03667385131120682,0.9566199728874831
mmlu-pro,0.075,1.0,0.0,0.0,0.75,92,0.03673260658979416,0.9516493447808405
mmlu-pro,0.075,1.0,0.0,0.0,0.75,93,0.03672095015645027,0.947582467239042
mmlu-pro,0.075,1.0,0.0,0.0,0.75,94,0.03671690821647644,0.9624943515589698
mmlu-pro,0.075,1.0,0.0,0.0,0.75,95,0.0367240235209465,0.9489380930863082
mmlu-pro,0.075,1.0,0.0,0.0,0.75,96,0.0366717204451561,0.9399005874378672
mmlu-pro,0.075,1.0,0.0,0.0,0.75,97,0.03668585047125816,0.9534568459105287
mmlu-pro,0.075,1.0,0.0,0.0,0.75,98,0.03668501600623131,0.9394487121554451
mmlu-pro,0.075,1.0,0.0,0.0,0.75,99,0.036642156541347504,0.9480343425214641
mmlu-pro,0.1,1.0,0.05,0.0,0.75,0,0.030828772112727165,0.9530049706281066
mmlu-pro,0.1,1.0,0.05,0.0,0.75,1,0.03081480972468853,0.9426118391323995
mmlu-pro,0.1,1.0,0.05,0.0,0.75,2,0.03076218068599701,0.9493899683687302
mmlu-pro,0.1,1.0,0.05,0.0,0.75,3,0.030764931812882423,0.9511974694984184
mmlu-pro,0.1,1.0,0.05,0.0,0.75,4,0.030810680240392685,0.9548124717577949
mmlu-pro,0.1,1.0,0.05,0.0,0.75,5,0.03074943833053112,0.9493899683687302
mmlu-pro,0.1,1.0,0.05,0.0,0.75,6,0.03079715184867382,0.947582467239042
mmlu-pro,0.1,1.0,0.05,0.0,0.75,7,0.03081299550831318,0.9367374604609128
mmlu-pro,0.1,1.0,0.05,0.0,0.75,8,0.030816782265901566,0.9484862178038862
mmlu-pro,0.1,1.0,0.05,0.0,0.75,9,0.03075290657579899,0.9502937189335744
mmlu-pro,0.1,1.0,0.05,0.0,0.75,10,0.030741943046450615,0.9579755987347492
mmlu-pro,0.1,1.0,0.05,0.0,0.75,11,0.03080427460372448,0.9367374604609128
mmlu-pro,0.1,1.0,0.05,0.0,0.75,12,0.030749402940273285,0.9448712155445097
mmlu-pro,0.1,1.0,0.05,0.0,0.75,13,0.03078014776110649,0.9457749661093539
mmlu-pro,0.1,1.0,0.05,0.0,0.75,14,0.030802639201283455,0.9457749661093539
mmlu-pro,0.1,1.0,0.05,0.0,0.75,15,0.030797014012932777,0.9439674649796657
mmlu-pro,0.1,1.0,0.05,0.0,0.75,16,0.030766792595386505,0.9462268413917759
mmlu-pro,0.1,1.0,0.05,0.0,0.75,17,0.030787885189056396,0.9371893357433349
mmlu-pro,0.1,1.0,0.05,0.0,0.75,18,0.030725449323654175,0.947582467239042
mmlu-pro,0.1,1.0,0.05,0.0,0.75,19,0.03076985664665699,0.9493899683687302
mmlu-pro,0.1,1.0,0.05,0.0,0.75,20,0.030784795060753822,0.9521012200632626
mmlu-pro,0.1,1.0,0.05,0.0,0.75,21,0.030795490369200706,0.94713059195662
mmlu-pro,0.1,1.0,0.05,0.0,0.75,22,0.030808769166469574,0.9539087211929508
mmlu-pro,0.1,1.0,0.05,0.0,0.75,23,0.030799316242337227,0.9484862178038862
mmlu-pro,0.1,1.0,0.05,0.0,0.75,24,0.030826035887002945,0.9620424762765477
mmlu-pro,0.1,1.0,0.05,0.0,0.75,25,0.030800234526395798,0.9502937189335744
mmlu-pro,0.1,1.0,0.05,0.0,0.75,26,0.0307899322360754,0.9516493447808405
mmlu-pro,0.1,1.0,0.05,0.0,0.75,27,0.030788583680987358,0.9457749661093539
mmlu-pro,0.1,1.0,0.05,0.0,0.75,28,0.030785340815782547,0.9570718481699051
mmlu-pro,0.1,1.0,0.05,0.0,0.75,29,0.030847692862153053,0.9498418436511523
mmlu-pro,0.1,1.0,0.05,0.0,0.75,30,0.030819294974207878,0.9552643470402169
mmlu-pro,0.1,1.0,0.05,0.0,0.75,31,0.030792338773608208,0.9399005874378672
mmlu-pro,0.1,1.0,0.05,0.0,0.75,32,0.03081991896033287,0.946678716674198
mmlu-pro,0.1,1.0,0.05,0.0,0.75,33,0.03078511357307434,0.9444193402620877
mmlu-pro,0.1,1.0,0.05,0.0,0.75,34,0.03081727772951126,0.9593312245820154
mmlu-pro,0.1,1.0,0.05,0.0,0.75,35,0.03080666996538639,0.9439674649796657
mmlu-pro,0.1,1.0,0.05,0.0,0.75,36,0.030774004757404327,0.9462268413917759
mmlu-pro,0.1,1.0,0.05,0.0,0.75,37,0.030798399820923805,0.9489380930863082
mmlu-pro,0.1,1.0,0.05,0.0,0.75,38,0.030816640704870224,0.9462268413917759
mmlu-pro,0.1,1.0,0.05,0.0,0.75,39,0.030796386301517487,0.9539087211929508
mmlu-pro,0.1,1.0,0.05,0.0,0.75,40,0.03083890862762928,0.9493899683687302
mmlu-pro,0.1,1.0,0.05,0.0,0.75,41,0.030781066045165062,0.9484862178038862
mmlu-pro,0.1,1.0,0.05,0.0,0.75,42,0.030840031802654266,0.9480343425214641
mmlu-pro,0.1,1.0,0.05,0.0,0.75,43,0.03079886920750141,0.9448712155445097
mmlu-pro,0.1,1.0,0.05,0.0,0.75,44,0.030796557664871216,0.9502937189335744
mmlu-pro,0.1,1.0,0.05,0.0,0.75,45,0.030791494995355606,0.9448712155445097
mmlu-pro,0.1,1.0,0.05,0.0,0.75,46,0.030775321647524834,0.9525530953456847
mmlu-pro,0.1,1.0,0.05,0.0,0.75,47,0.030743341892957687,0.9480343425214641
mmlu-pro,0.1,1.0,0.05,0.0,0.75,48,0.030800381675362587,0.9426118391323995
mmlu-pro,0.1,1.0,0.05,0.0,0.75,49,0.030795786529779434,0.946678716674198
mmlu-pro,0.1,1.0,0.05,0.0,0.75,50,0.030831191688776016,0.9525530953456847
mmlu-pro,0.1,1.0,0.05,0.0,0.75,51,0.030766496434807777,0.9448712155445097
mmlu-pro,0.1,1.0,0.05,0.0,0.75,52,0.030774984508752823,0.9462268413917759
mmlu-pro,0.1,1.0,0.05,0.0,0.75,53,0.03077789768576622,0.9453230908269318
mmlu-pro,0.1,1.0,0.05,0.0,0.75,54,0.03082672506570816,0.946678716674198
mmlu-pro,0.1,1.0,0.05,0.0,0.75,55,0.030821580439805984,0.9426118391323995
mmlu-pro,0.1,1.0,0.05,0.0,0.75,56,0.030783692374825478,0.9507455942159965
mmlu-pro,0.1,1.0,0.05,0.0,0.75,57,0.030762434005737305,0.946678716674198
mmlu-pro,0.1,1.0,0.05,0.0,0.75,58,0.030831489711999893,0.9521012200632626
mmlu-pro,0.1,1.0,0.05,0.0,0.75,59,0.03075653873383999,0.9511974694984184
mmlu-pro,0.1,1.0,0.05,0.0,0.75,60,0.030771305784583092,0.9534568459105287
mmlu-pro,0.1,1.0,0.05,0.0,0.75,61,0.030753787606954575,0.9480343425214641
mmlu-pro,0.1,1.0,0.05,0.0,0.75,62,0.03081025555729866,0.947582467239042
mmlu-pro,0.1,1.0,0.05,0.0,0.75,63,0.030848002061247826,0.9457749661093539
mmlu-pro,0.1,1.0,0.05,0.0,0.75,64,0.03080020658671856,0.9521012200632626
mmlu-pro,0.1,1.0,0.05,0.0,0.75,65,0.030779466032981873,0.9417080885675554
mmlu-pro,0.1,1.0,0.05,0.0,0.75,66,0.030784830451011658,0.9448712155445097
mmlu-pro,0.1,1.0,0.05,0.0,0.75,67,0.030802812427282333,0.9530049706281066
mmlu-pro,0.1,1.0,0.05,0.0,0.75,68,0.030860554426908493,0.9543605964753729
mmlu-pro,0.1,1.0,0.05,0.0,0.75,69,0.0307706817984581,0.9548124717577949
mmlu-pro,0.1,1.0,0.05,0.0,0.75,70,0.0307921152561903,0.9462268413917759
mmlu-pro,0.1,1.0,0.05,0.0,0.75,71,0.030790243297815323,0.9498418436511523
mmlu-pro,0.1,1.0,0.05,0.0,0.75,72,0.03081604465842247,0.9399005874378672
mmlu-pro,0.1,1.0,0.05,0.0,0.75,73,0.03086620569229126,0.9539087211929508
mmlu-pro,0.1,1.0,0.05,0.0,0.75,74,0.03081800974905491,0.9530049706281066
mmlu-pro,0.1,1.0,0.05,0.0,0.75,75,0.030767930671572685,0.9511974694984184
mmlu-pro,0.1,1.0,0.05,0.0,0.75,76,0.03085855208337307,0.9511974694984184
mmlu-pro,0.1,1.0,0.05,0.0,0.75,77,0.030766978859901428,0.9530049706281066
mmlu-pro,0.1,1.0,0.05,0.0,0.75,78,0.030825886875391006,0.9575237234523272
mmlu-pro,0.1,1.0,0.05,0.0,0.75,79,0.030794663354754448,0.9566199728874831
mmlu-pro,0.1,1.0,0.05,0.0,0.75,80,0.0307921152561903,0.9516493447808405
mmlu-pro,0.1,1.0,0.05,0.0,0.75,81,0.030731339007616043,0.9502937189335744
mmlu-pro,0.1,1.0,0.05,0.0,0.75,82,0.0307359229773283,0.9484862178038862
mmlu-pro,0.1,1.0,0.05,0.0,0.75,83,0.030801551416516304,0.9530049706281066
mmlu-pro,0.1,1.0,0.05,0.0,0.75,84,0.030773505568504333,0.9548124717577949
mmlu-pro,0.1,1.0,0.05,0.0,0.75,85,0.030826782807707787,0.9566199728874831
mmlu-pro,0.1,1.0,0.05,0.0,0.75,86,0.03082352504134178,0.9511974694984184
mmlu-pro,0.1,1.0,0.05,0.0,0.75,87,0.030841413885354996,0.9426118391323995
mmlu-pro,0.1,1.0,0.05,0.0,0.75,88,0.030752381309866905,0.946678716674198
mmlu-pro,0.1,1.0,0.05,0.0,0.75,89,0.030750658363103867,0.9579755987347492
mmlu-pro,0.1,1.0,0.05,0.0,0.75,90,0.030779466032981873,0.9403524627202893
mmlu-pro,0.1,1.0,0.05,0.0,0.75,91,0.030762655660510063,0.9489380930863082
mmlu-pro,0.1,1.0,0.05,0.0,0.75,92,0.03079565241932869,0.94713059195662
mmlu-pro,0.1,1.0,0.05,0.0,0.75,93,0.030807707458734512,0.9530049706281066
mmlu-pro,0.1,1.0,0.05,0.0,0.75,94,0.030802063643932343,0.9439674649796657
mmlu-pro,0.1,1.0,0.05,0.0,0.75,95,0.030812719836831093,0.956168097605061
mmlu-pro,0.1,1.0,0.05,0.0,0.75,96,0.03078322298824787,0.9457749661093539
mmlu-pro,0.1,1.0,0.05,0.0,0.75,97,0.030781975015997887,0.956168097605061
mmlu-pro,0.1,1.0,0.05,0.0,0.75,98,0.030790084972977638,0.9539087211929508
mmlu-pro,0.1,1.0,0.05,0.0,0.75,99,0.030752284452319145,0.9498418436511523
mmlu-pro,0.125,1.0,0.05,0.0,0.75,0,0.026951737701892853,0.9462268413917759
mmlu-pro,0.125,1.0,0.05,0.0,0.75,1,0.02695116028189659,0.9417080885675554
mmlu-pro,0.125,1.0,0.05,0.0,0.75,2,0.026917589828372,0.9525530953456847
mmlu-pro,0.125,1.0,0.05,0.0,0.75,3,0.026917334645986557,0.9484862178038862
mmlu-pro,0.125,1.0,0.05,0.0,0.75,4,0.02695494331419468,0.9516493447808405
mmlu-pro,0.125,1.0,0.05,0.0,0.75,5,0.02690783515572548,0.946678716674198
mmlu-pro,0.125,1.0,0.05,0.0,0.75,6,0.026942182332277298,0.9493899683687302
mmlu-pro,0.125,1.0,0.05,0.0,0.75,7,0.026963161304593086,0.9399005874378672
mmlu-pro,0.125,1.0,0.05,0.0,0.75,8,0.026956448331475258,0.9444193402620877
mmlu-pro,0.125,1.0,0.05,0.0,0.75,9,0.026910465210676193,0.9521012200632626
mmlu-pro,0.125,1.0,0.05,0.0,0.75,10,0.02691456489264965,0.9507455942159965
mmlu-pro,0.125,1.0,0.05,0.0,0.75,11,0.026941703632473946,0.9385449615906011
mmlu-pro,0.125,1.0,0.05,0.0,0.75,12,0.026911625638604164,0.9525530953456847
mmlu-pro,0.125,1.0,0.05,0.0,0.75,13,0.026921043172478676,0.9489380930863082
mmlu-pro,0.125,1.0,0.05,0.0,0.75,14,0.026942314580082893,0.9480343425214641
mmlu-pro,0.125,1.0,0.05,0.0,0.75,15,0.02694571390748024,0.9489380930863082
mmlu-pro,0.125,1.0,0.05,0.0,0.75,16,0.026924507692456245,0.9498418436511523
mmlu-pro,0.125,1.0,0.05,0.0,0.75,17,0.026936229318380356,0.9376412110257569
mmlu-pro,0.125,1.0,0.05,0.0,0.75,18,0.02688165195286274,0.9516493447808405
mmlu-pro,0.125,1.0,0.05,0.0,0.75,19,0.02692362666130066,0.94713059195662
mmlu-pro,0.125,1.0,0.05,0.0,0.75,20,0.02694096602499485,0.9507455942159965
mmlu-pro,0.125,1.0,0.05,0.0,0.75,21,0.026927927508950233,0.9439674649796657
mmlu-pro,0.125,1.0,0.05,0.0,0.75,22,0.02695775218307972,0.9507455942159965
mmlu-pro,0.125,1.0,0.05,0.0,0.75,23,0.0269425380975008,0.9530049706281066
mmlu-pro,0.125,1.0,0.05,0.0,0.75,24,0.02696477249264717,0.9602349751468595
mmlu-pro,0.125,1.0,0.05,0.0,0.75,25,0.026956267654895782,0.9511974694984184
mmlu-pro,0.125,1.0,0.05,0.0,0.75,26,0.026930948719382286,0.946678716674198
mmlu-pro,0.125,1.0,0.05,0.0,0.75,27,0.026941001415252686,0.946678716674198
mmlu-pro,0.125,1.0,0.05,0.0,0.75,28,0.02693437784910202,0.9575237234523272
mmlu-pro,0.125,1.0,0.05,0.0,0.75,29,0.02696925960481167,0.9570718481699051
mmlu-pro,0.125,1.0,0.05,0.0,0.75,30,0.026967955753207207,0.9530049706281066
mmlu-pro,0.125,1.0,0.05,0.0,0.75,31,0.02693902887403965,0.9493899683687302
mmlu-pro,0.125,1.0,0.05,0.0,0.75,32,0.02697533182799816,0.9493899683687302
mmlu-pro,0.125,1.0,0.05,0.0,0.75,33,0.026933016255497932,0.9426118391323995
mmlu-pro,0.125,1.0,0.05,0.0,0.75,34,0.026954563334584236,0.9575237234523272
mmlu-pro,0.125,1.0,0.05,0.0,0.75,35,0.02693907730281353,0.9493899683687302
mmlu-pro,0.125,1.0,0.05,0.0,0.75,36,0.026913240551948547,0.9530049706281066
mmlu-pro,0.125,1.0,0.05,0.0,0.75,37,0.02694970741868019,0.9426118391323995
mmlu-pro,0.125,1.0,0.05,0.0,0.75,38,0.026958581060171127,0.9417080885675554
mmlu-pro,0.125,1.0,0.05,0.0,0.75,39,0.026958001777529716,0.9606868504292816
mmlu-pro,0.125,1.0,0.05,0.0,0.75,40,0.02696334198117256,0.9511974694984184
mmlu-pro,0.125,1.0,0.05,0.0,0.75,41,0.026948247104883194,0.9435155896972436
mmlu-pro,0.125,1.0,0.05,0.0,0.75,42,0.026977943256497383,0.946678716674198
mmlu-pro,0.125,1.0,0.05,0.0,0.75,43,0.02695179544389248,0.9426118391323995
mmlu-pro,0.125,1.0,0.05,0.0,0.75,44,0.026940729469060898,0.9511974694984184
mmlu-pro,0.125,1.0,0.05,0.0,0.75,45,0.026946911588311195,0.9498418436511523
mmlu-pro,0.125,1.0,0.05,0.0,0.75,46,0.026922164484858513,0.9521012200632626
mmlu-pro,0.125,1.0,0.05,0.0,0.75,47,0.026912923902273178,0.9489380930863082
mmlu-pro,0.125,1.0,0.05,0.0,0.75,48,0.026944085955619812,0.9548124717577949
mmlu-pro,0.125,1.0,0.05,0.0,0.75,49,0.026933807879686356,0.9493899683687302
mmlu-pro,0.125,1.0,0.05,0.0,0.75,50,0.026968440040946007,0.9489380930863082
mmlu-pro,0.125,1.0,0.05,0.0,0.75,51,0.026915164664387703,0.94713059195662
mmlu-pro,0.125,1.0,0.05,0.0,0.75,52,0.026927869766950607,0.947582467239042
mmlu-pro,0.125,1.0,0.05,0.0,0.75,53,0.026927053928375244,0.955716222322639
mmlu-pro,0.125,1.0,0.05,0.0,0.75,54,0.026965444907546043,0.94713059195662
mmlu-pro,0.125,1.0,0.05,0.0,0.75,55,0.02695222571492195,0.9498418436511523
mmlu-pro,0.125,1.0,0.05,0.0,0.75,56,0.026932183653116226,0.946678716674198
mmlu-pro,0.125,1.0,0.05,0.0,0.75,57,0.026912523433566093,0.9394487121554451
mmlu-pro,0.125,1.0,0.05,0.0,0.75,58,0.026970043778419495,0.9502937189335744
mmlu-pro,0.125,1.0,0.05,0.0,0.75,59,0.026917679235339165,0.947582467239042
mmlu-pro,0.125,1.0,0.05,0.0,0.75,60,0.026927191764116287,0.9611387257117036
mmlu-pro,0.125,1.0,0.05,0.0,0.75,61,0.02690971828997135,0.9511974694984184
mmlu-pro,0.125,1.0,0.05,0.0,0.75,62,0.02694987691938877,0.9484862178038862
mmlu-pro,0.125,1.0,0.05,0.0,0.75,63,0.02698853798210621,0.9448712155445097
mmlu-pro,0.125,1.0,0.05,0.0,0.75,64,0.0269499309360981,0.9489380930863082
mmlu-pro,0.125,1.0,0.05,0.0,0.75,65,0.026919588446617126,0.9417080885675554
mmlu-pro,0.125,1.0,0.05,0.0,0.75,66,0.026940252631902695,0.9511974694984184
mmlu-pro,0.125,1.0,0.05,0.0,0.75,67,0.026941757649183273,0.9498418436511523
mmlu-pro,0.125,1.0,0.05,0.0,0.75,68,0.026990538462996483,0.9489380930863082
mmlu-pro,0.125,1.0,0.05,0.0,0.75,69,0.026919402182102203,0.947582467239042
mmlu-pro,0.125,1.0,0.05,0.0,0.75,70,0.026946259662508965,0.9453230908269318
mmlu-pro,0.125,1.0,0.05,0.0,0.75,71,0.026929596439003944,0.9435155896972436
mmlu-pro,0.125,1.0,0.05,0.0,0.75,72,0.026948148384690285,0.94713059195662
mmlu-pro,0.125,1.0,0.05,0.0,0.75,73,0.027006668969988823,0.9566199728874831
mmlu-pro,0.125,1.0,0.05,0.0,0.75,74,0.026961790397763252,0.9426118391323995
mmlu-pro,0.125,1.0,0.05,0.0,0.75,75,0.02692444808781147,0.9548124717577949
mmlu-pro,0.125,1.0,0.05,0.0,0.75,76,0.026999415829777718,0.9611387257117036
mmlu-pro,0.125,1.0,0.05,0.0,0.75,77,0.0269223190844059,0.9602349751468595
mmlu-pro,0.125,1.0,0.05,0.0,0.75,78,0.026952451094985008,0.9543605964753729
mmlu-pro,0.125,1.0,0.05,0.0,0.75,79,0.026946673169732094,0.9534568459105287
mmlu-pro,0.125,1.0,0.05,0.0,0.75,80,0.026926370337605476,0.9543605964753729
mmlu-pro,0.125,1.0,0.05,0.0,0.75,81,0.02689512073993683,0.9548124717577949
mmlu-pro,0.125,1.0,0.05,0.0,0.75,82,0.026916759088635445,0.9462268413917759
mmlu-pro,0.125,1.0,0.05,0.0,0.75,83,0.026949862018227577,0.9548124717577949
mmlu-pro,0.125,1.0,0.05,0.0,0.75,84,0.02692372538149357,0.9444193402620877
mmlu-pro,0.125,1.0,0.05,0.0,0.75,85,0.026966998353600502,0.9521012200632626
mmlu-pro,0.125,1.0,0.05,0.0,0.75,86,0.026965735480189323,0.9543605964753729
mmlu-pro,0.125,1.0,0.05,0.0,0.75,87,0.026973214000463486,0.9498418436511523
mmlu-pro,0.125,1.0,0.05,0.0,0.75,88,0.02690637856721878,0.947582467239042
mmlu-pro,0.125,1.0,0.05,0.0,0.75,89,0.026905985549092293,0.9534568459105287
mmlu-pro,0.125,1.0,0.05,0.0,0.75,90,0.02692759968340397,0.9439674649796657
mmlu-pro,0.125,1.0,0.05,0.0,0.75,91,0.02691565454006195,0.9543605964753729
mmlu-pro,0.125,1.0,0.05,0.0,0.75,92,0.026953866705298424,0.9439674649796657
mmlu-pro,0.125,1.0,0.05,0.0,0.75,93,0.026948023587465286,0.9493899683687302
mmlu-pro,0.125,1.0,0.05,0.0,0.75,94,0.02694430574774742,0.9421599638499775
mmlu-pro,0.125,1.0,0.05,0.0,0.75,95,0.026939164847135544,0.9525530953456847
mmlu-pro,0.125,1.0,0.05,0.0,0.75,96,0.02693335898220539,0.9516493447808405
mmlu-pro,0.125,1.0,0.05,0.0,0.75,97,0.026929320767521858,0.9543605964753729
mmlu-pro,0.125,1.0,0.05,0.0,0.75,98,0.02694297768175602,0.9448712155445097
mmlu-pro,0.125,1.0,0.05,0.0,0.75,99,0.026902705430984497,0.9521012200632626
mmlu-pro,0.15,1.0,0.05,0.0,0.75,0,0.02419392578303814,0.9457749661093539
mmlu-pro,0.15,1.0,0.05,0.0,0.75,1,0.02420542947947979,0.9462268413917759
mmlu-pro,0.15,1.0,0.05,0.0,0.75,2,0.024164484813809395,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,3,0.024181006476283073,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,4,0.02420055866241455,0.9548124717577949
mmlu-pro,0.15,1.0,0.05,0.0,0.75,5,0.024166686460375786,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,6,0.024191051721572876,0.9543605964753729
mmlu-pro,0.15,1.0,0.05,0.0,0.75,7,0.024204300716519356,0.9394487121554451
mmlu-pro,0.15,1.0,0.05,0.0,0.75,8,0.024202754721045494,0.9502937189335744
mmlu-pro,0.15,1.0,0.05,0.0,0.75,9,0.024173177778720856,0.9507455942159965
mmlu-pro,0.15,1.0,0.05,0.0,0.75,10,0.024168938398361206,0.9548124717577949
mmlu-pro,0.15,1.0,0.05,0.0,0.75,11,0.024189148098230362,0.9376412110257569
mmlu-pro,0.15,1.0,0.05,0.0,0.75,12,0.024161187931895256,0.9484862178038862
mmlu-pro,0.15,1.0,0.05,0.0,0.75,13,0.024180270731449127,0.9489380930863082
mmlu-pro,0.15,1.0,0.05,0.0,0.75,14,0.02418569102883339,0.9511974694984184
mmlu-pro,0.15,1.0,0.05,0.0,0.75,15,0.024190140888094902,0.946678716674198
mmlu-pro,0.15,1.0,0.05,0.0,0.75,16,0.024172358214855194,0.9502937189335744
mmlu-pro,0.15,1.0,0.05,0.0,0.75,17,0.024171575903892517,0.9439674649796657
mmlu-pro,0.15,1.0,0.05,0.0,0.75,18,0.024142106994986534,0.9493899683687302
mmlu-pro,0.15,1.0,0.05,0.0,0.75,19,0.024171162396669388,0.9480343425214641
mmlu-pro,0.15,1.0,0.05,0.0,0.75,20,0.024195272475481033,0.947582467239042
mmlu-pro,0.15,1.0,0.05,0.0,0.75,21,0.024180127307772636,0.9453230908269318
mmlu-pro,0.15,1.0,0.05,0.0,0.75,22,0.024206198751926422,0.9539087211929508
mmlu-pro,0.15,1.0,0.05,0.0,0.75,23,0.024191059172153473,0.9575237234523272
mmlu-pro,0.15,1.0,0.05,0.0,0.75,24,0.02419828064739704,0.956168097605061
mmlu-pro,0.15,1.0,0.05,0.0,0.75,25,0.024208737537264824,0.9525530953456847
mmlu-pro,0.15,1.0,0.05,0.0,0.75,26,0.024191631004214287,0.946678716674198
mmlu-pro,0.15,1.0,0.05,0.0,0.75,27,0.024193188175559044,0.9575237234523272
mmlu-pro,0.15,1.0,0.05,0.0,0.75,28,0.024186911061406136,0.9593312245820154
mmlu-pro,0.15,1.0,0.05,0.0,0.75,29,0.024214979261159897,0.9521012200632626
mmlu-pro,0.15,1.0,0.05,0.0,0.75,30,0.02420995943248272,0.9462268413917759
mmlu-pro,0.15,1.0,0.05,0.0,0.75,31,0.024189747869968414,0.9484862178038862
mmlu-pro,0.15,1.0,0.05,0.0,0.75,32,0.024218568578362465,0.9539087211929508
mmlu-pro,0.15,1.0,0.05,0.0,0.75,33,0.024197502061724663,0.956168097605061
mmlu-pro,0.15,1.0,0.05,0.0,0.75,34,0.02420351654291153,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,35,0.024197621271014214,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,36,0.024167491123080254,0.955716222322639
mmlu-pro,0.15,1.0,0.05,0.0,0.75,37,0.024193590506911278,0.9457749661093539
mmlu-pro,0.15,1.0,0.05,0.0,0.75,38,0.024207409471273422,0.9462268413917759
mmlu-pro,0.15,1.0,0.05,0.0,0.75,39,0.024211611598730087,0.9552643470402169
mmlu-pro,0.15,1.0,0.05,0.0,0.75,40,0.024212069809436798,0.946678716674198
mmlu-pro,0.15,1.0,0.05,0.0,0.75,41,0.02418597787618637,0.9489380930863082
mmlu-pro,0.15,1.0,0.05,0.0,0.75,42,0.024222128093242645,0.9421599638499775
mmlu-pro,0.15,1.0,0.05,0.0,0.75,43,0.02419852279126644,0.9426118391323995
mmlu-pro,0.15,1.0,0.05,0.0,0.75,44,0.024198206141591072,0.9584274740171713
mmlu-pro,0.15,1.0,0.05,0.0,0.75,45,0.024196328595280647,0.9521012200632626
mmlu-pro,0.15,1.0,0.05,0.0,0.75,46,0.024176429957151413,0.9543605964753729
mmlu-pro,0.15,1.0,0.05,0.0,0.75,47,0.024168627336621284,0.9453230908269318
mmlu-pro,0.15,1.0,0.05,0.0,0.75,48,0.02419842593371868,0.9516493447808405
mmlu-pro,0.15,1.0,0.05,0.0,0.75,49,0.024189520627260208,0.94713059195662
mmlu-pro,0.15,1.0,0.05,0.0,0.75,50,0.024205423891544342,0.9507455942159965
mmlu-pro,0.15,1.0,0.05,0.0,0.75,51,0.024168586358428,0.9453230908269318
mmlu-pro,0.15,1.0,0.05,0.0,0.75,52,0.024185528978705406,0.9444193402620877
mmlu-pro,0.15,1.0,0.05,0.0,0.75,53,0.024183277040719986,0.9521012200632626
mmlu-pro,0.15,1.0,0.05,0.0,0.75,54,0.024215731769800186,0.9439674649796657
mmlu-pro,0.15,1.0,0.05,0.0,0.75,55,0.024190273135900497,0.9385449615906011
mmlu-pro,0.15,1.0,0.05,0.0,0.75,56,0.0241928119212389,0.9448712155445097
mmlu-pro,0.15,1.0,0.05,0.0,0.75,57,0.024171102792024612,0.947582467239042
mmlu-pro,0.15,1.0,0.05,0.0,0.75,58,0.024214746430516243,0.9480343425214641
mmlu-pro,0.15,1.0,0.05,0.0,0.75,59,0.024170221760869026,0.9457749661093539
mmlu-pro,0.15,1.0,0.05,0.0,0.75,60,0.024179402738809586,0.9570718481699051
mmlu-pro,0.15,1.0,0.05,0.0,0.75,61,0.024176791310310364,0.9575237234523272
mmlu-pro,0.15,1.0,0.05,0.0,0.75,62,0.024198658764362335,0.9480343425214641
mmlu-pro,0.15,1.0,0.05,0.0,0.75,63,0.024222534149885178,0.9480343425214641
mmlu-pro,0.15,1.0,0.05,0.0,0.75,64,0.02419336698949337,0.9453230908269318
mmlu-pro,0.15,1.0,0.05,0.0,0.75,65,0.024184277281165123,0.9448712155445097
mmlu-pro,0.15,1.0,0.05,0.0,0.75,66,0.024185914546251297,0.9534568459105287
mmlu-pro,0.15,1.0,0.05,0.0,0.75,67,0.024185853078961372,0.9525530953456847
mmlu-pro,0.15,1.0,0.05,0.0,0.75,68,0.024229256436228752,0.9543605964753729
mmlu-pro,0.15,1.0,0.05,0.0,0.75,69,0.024169549345970154,0.9480343425214641
mmlu-pro,0.15,1.0,0.05,0.0,0.75,70,0.024199148640036583,0.9457749661093539
mmlu-pro,0.15,1.0,0.05,0.0,0.75,71,0.024180643260478973,0.9489380930863082
mmlu-pro,0.15,1.0,0.05,0.0,0.75,72,0.024206766858696938,0.9480343425214641
mmlu-pro,0.15,1.0,0.05,0.0,0.75,73,0.024235719814896584,0.9534568459105287
mmlu-pro,0.15,1.0,0.05,0.0,0.75,74,0.024209214374423027,0.9493899683687302
mmlu-pro,0.15,1.0,0.05,0.0,0.75,75,0.024179881438612938,0.9462268413917759
mmlu-pro,0.15,1.0,0.05,0.0,0.75,76,0.02423744462430477,0.9593312245820154
mmlu-pro,0.15,1.0,0.05,0.0,0.75,77,0.024175399914383888,0.956168097605061
mmlu-pro,0.15,1.0,0.05,0.0,0.75,78,0.024198267608880997,0.9548124717577949
mmlu-pro,0.15,1.0,0.05,0.0,0.75,79,0.024199165403842926,0.9525530953456847
mmlu-pro,0.15,1.0,0.05,0.0,0.75,80,0.024180544540286064,0.9543605964753729
mmlu-pro,0.15,1.0,0.05,0.0,0.75,81,0.024156102910637856,0.9516493447808405
