dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,20,4068,4029.14794921875,0.025439385324716568,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,21,4068,4030.49560546875,0.02537005953490734,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,22,4068,4030.12451171875,0.025327539071440697,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,23,4068,4030.87353515625,0.02540581114590168,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,24,4068,4030.11181640625,0.025330403819680214,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,25,4068,4029.511962890625,0.025399694219231606,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,26,4068,4029.57958984375,0.02536967396736145,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,27,4068,4029.724853515625,0.025373384356498718,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,28,4068,4028.45166015625,0.025375450029969215,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,29,4068,4029.5078125,0.02534515969455242,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,30,4068,4029.522216796875,0.02543046325445175,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,31,4068,4030.197998046875,0.025411389768123627,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,32,4068,4029.76513671875,0.02546617202460766,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,33,4068,4029.948486328125,0.025516055524349213,0.95750452079566
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,34,4068,4030.80615234375,0.025487547740340233,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,35,4068,4029.56787109375,0.02531178668141365,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,36,4068,4030.7880859375,0.02549329400062561,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,37,4068,4029.505126953125,0.02545250952243805,0.9597649186256781
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,38,4068,4029.64013671875,0.02538716234266758,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,39,4068,4029.015869140625,0.025447245687246323,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,40,4068,4029.261962890625,0.025423038750886917,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,41,4068,4029.553955078125,0.02546398527920246,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,42,4068,4030.51220703125,0.025455331429839134,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,43,4068,4030.14306640625,0.025316262617707253,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,44,4068,4029.328857421875,0.02539314143359661,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,45,4068,4029.9453125,0.025384902954101562,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,46,4068,4028.901123046875,0.025419989600777626,0.945750452079566
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,47,4068,4030.584716796875,0.025434741750359535,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,48,4068,4029.285888671875,0.02530507743358612,0.9407775768535261
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,49,4068,4030.09765625,0.025348102673888206,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,50,4068,4030.107177734375,0.025423429906368256,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,51,4068,4030.20166015625,0.02547125518321991,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,52,4068,4029.572509765625,0.02544351853430271,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,53,4068,4030.099609375,0.025390157476067543,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,54,4068,4030.034912109375,0.02543402835726738,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,55,4068,4029.858154296875,0.02529897354543209,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,56,4068,4028.99072265625,0.025377752259373665,0.945750452079566
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,57,4068,4029.46923828125,0.025453222915530205,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,58,4068,4030.327880859375,0.025428762659430504,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,59,4068,4029.253662109375,0.02542390301823616,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,60,4068,4030.4892578125,0.025411278009414673,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,61,4068,4030.889892578125,0.025411095470190048,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,62,4068,4029.2509765625,0.02531524933874607,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,63,4068,4029.893798828125,0.02535714954137802,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,64,4068,4030.168701171875,0.025466836988925934,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,65,4068,4029.644287109375,0.025378774851560593,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,66,4068,4029.497802734375,0.025421563535928726,0.9593128390596745
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,67,4068,4029.230224609375,0.02547875978052616,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,68,4068,4029.72802734375,0.025307640433311462,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,69,4068,4029.674072265625,0.025382621213793755,0.9358047016274864
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,70,4068,4029.90966796875,0.02535066567361355,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,71,4068,4030.5146484375,0.025449611246585846,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,72,4068,4030.218505859375,0.025363611057400703,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,73,4068,4029.286376953125,0.025448402389883995,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,74,4068,4029.980712890625,0.025417223572731018,0.9416817359855334
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,75,4068,4029.57373046875,0.02541491575539112,0.9507233273056057
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,76,4068,4030.7314453125,0.02539004012942314,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,77,4068,4030.48974609375,0.0254494771361351,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,78,4068,4029.564697265625,0.025347501039505005,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,79,4068,4029.47802734375,0.025452587753534317,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,80,4068,4030.716552734375,0.02544095553457737,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,81,4068,4029.896240234375,0.02538529969751835,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,82,4068,4029.97705078125,0.025427211076021194,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,83,4068,4030.347412109375,0.025468554347753525,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,84,4068,4029.852294921875,0.025375252589583397,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,85,4068,4030.732421875,0.025437453761696815,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,86,4068,4030.887451171875,0.02545194700360298,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,87,4068,4030.109130859375,0.025343766435980797,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,88,4068,4030.294921875,0.025358552113175392,0.9434900542495479
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,89,4068,4029.357666015625,0.025450585409998894,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,90,4068,4029.61181640625,0.025486214086413383,0.9380650994575045
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,91,4068,4029.90234375,0.025416269898414612,0.953887884267631
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,92,4068,4028.72802734375,0.025426605716347694,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,93,4068,4030.680419921875,0.025384031236171722,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,94,4068,4029.321533203125,0.0254343431442976,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,95,4068,4029.6845703125,0.025359714403748512,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,96,4068,4029.974853515625,0.025493191555142403,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,97,4068,4029.8125,0.025421051308512688,0.961121157323689
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,98,4068,4028.52685546875,0.02539740689098835,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.05,99,4068,4030.0146484375,0.02543690614402294,0.93625678119349
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,0,4068,4030.722412109375,0.023914800956845284,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,1,4068,4029.623046875,0.023896658793091774,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,2,4068,4029.156005859375,0.0238991379737854,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,3,4068,4029.4658203125,0.023891108110547066,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,4,4068,4029.810302734375,0.02388899214565754,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,5,4068,4030.62353515625,0.023914264515042305,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,6,4068,4029.645751953125,0.023895476013422012,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,7,4068,4030.95361328125,0.023903967812657356,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,8,4068,4029.91064453125,0.023912688717246056,0.9651898734177214
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,9,4068,4030.444580078125,0.023878922685980797,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,10,4068,4031.180908203125,0.023917004466056824,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,11,4068,4029.1904296875,0.02388252690434456,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,12,4068,4030.64013671875,0.02390218712389469,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,13,4068,4029.62451171875,0.023902881890535355,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,14,4068,4029.522216796875,0.02390633150935173,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,15,4068,4029.961181640625,0.023906148970127106,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,16,4068,4029.833251953125,0.0238875113427639,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,17,4068,4030.64892578125,0.023924171924591064,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,18,4068,4028.945068359375,0.02387426607310772,0.953887884267631
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,19,4068,4029.558837890625,0.023906800895929337,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,20,4068,4029.23779296875,0.023908887058496475,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,21,4068,4030.58154296875,0.023903707042336464,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,22,4068,4030.217529296875,0.023890165612101555,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,23,4068,4030.960693359375,0.02389965020120144,0.953887884267631
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,24,4068,4030.200927734375,0.023899445310235023,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,25,4068,4029.596923828125,0.023902595043182373,0.9394213381555153
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,26,4068,4029.662353515625,0.023883918300271034,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,27,4068,4029.820556640625,0.02389764040708542,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,28,4068,4028.544921875,0.023897113278508186,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,29,4068,4029.58740234375,0.023885225877165794,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,30,4068,4029.615478515625,0.02389846369624138,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,31,4068,4030.287109375,0.023904215544462204,0.9561482820976491
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,32,4068,4029.846923828125,0.023913873359560966,0.9525316455696202
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,33,4068,4030.039794921875,0.023925911635160446,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,34,4068,4030.882568359375,0.023913895711302757,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,35,4068,4029.645263671875,0.02388686314225197,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,36,4068,4030.8720703125,0.023921649903059006,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,37,4068,4029.5859375,0.02390320412814617,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,38,4068,4029.7265625,0.023896483704447746,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,39,4068,4029.1044921875,0.023905295878648758,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,40,4068,4029.349609375,0.02390437200665474,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,41,4068,4029.6357421875,0.023909714072942734,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,42,4068,4030.603271484375,0.023917341604828835,0.9597649186256781
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,43,4068,4030.224853515625,0.023879392072558403,0.953887884267631
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,44,4068,4029.4052734375,0.023902015760540962,0.9520795660036167
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,45,4068,4030.033447265625,0.023893602192401886,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,46,4068,4028.97802734375,0.0238970834761858,0.9403254972875226
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,47,4068,4030.662353515625,0.023928679525852203,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,48,4068,4029.375732421875,0.023878198117017746,0.9425858951175407
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,49,4068,4030.175048828125,0.023896561935544014,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,50,4068,4030.193115234375,0.023902062326669693,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,51,4068,4030.296630859375,0.02391328103840351,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,52,4068,4029.656005859375,0.02391180582344532,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,53,4068,4030.1787109375,0.02390798181295395,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,54,4068,4030.12841796875,0.023927053436636925,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,55,4068,4029.93896484375,0.02387901581823826,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,56,4068,4029.080078125,0.023906216025352478,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,57,4068,4029.568359375,0.023917855694890022,0.9552441229656419
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,58,4068,4030.41748046875,0.023902930319309235,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,59,4068,4029.351318359375,0.023898089304566383,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,60,4068,4030.587890625,0.02390109933912754,0.9480108499095841
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,61,4068,4030.973388671875,0.023908110335469246,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,62,4068,4029.339599609375,0.02388358861207962,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,63,4068,4029.97607421875,0.023896468803286552,0.951627486437613
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,64,4068,4030.25732421875,0.02392129972577095,0.9439421338155515
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,65,4068,4029.735107421875,0.02389330416917801,0.9430379746835442
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,66,4068,4029.584716796875,0.023908348754048347,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,67,4068,4029.327880859375,0.023916389793157578,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,68,4068,4029.810791015625,0.023881105706095695,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,69,4068,4029.75830078125,0.02388795278966427,0.9421338155515371
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,70,4068,4029.998779296875,0.023893387988209724,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,71,4068,4030.602294921875,0.023918259888887405,0.945750452079566
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,72,4068,4030.314697265625,0.023903969675302505,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,73,4068,4029.370361328125,0.02391008287668228,0.9556962025316456
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,74,4068,4030.07470703125,0.023894980549812317,0.9412296564195298
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,75,4068,4029.657470703125,0.02390558086335659,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,76,4068,4030.8134765625,0.023899344727396965,0.9579566003616636
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,77,4068,4030.56689453125,0.023915933445096016,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,78,4068,4029.639892578125,0.023892275989055634,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,79,4068,4029.57568359375,0.023913895711302757,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,80,4068,4030.798828125,0.023909414187073708,0.9493670886075949
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,81,4068,4029.973876953125,0.023910120129585266,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,82,4068,4030.065185546875,0.023907411843538284,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,83,4068,4030.43505859375,0.023919997736811638,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,84,4068,4029.94140625,0.02388763800263405,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,85,4068,4030.81689453125,0.02391229383647442,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,86,4068,4030.974365234375,0.023924337700009346,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,87,4068,4030.186767578125,0.023873811587691307,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,88,4068,4030.3779296875,0.02390274405479431,0.9448462929475587
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,89,4068,4029.436279296875,0.02390502206981182,0.9502712477396021
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,90,4068,4029.706787109375,0.023910347372293472,0.9349005424954792
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,91,4068,4029.99072265625,0.02390105277299881,0.953887884267631
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,92,4068,4028.815673828125,0.023897115141153336,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,93,4068,4030.761962890625,0.023911023512482643,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,94,4068,4029.402099609375,0.023912696167826653,0.9529837251356238
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,95,4068,4029.765869140625,0.02389134280383587,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,96,4068,4030.064208984375,0.023908156901597977,0.9570524412296564
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,97,4068,4029.892578125,0.023912960663437843,0.9584086799276672
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,98,4068,4028.61083984375,0.0238972045481205,0.9484629294755876
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.25,99,4068,4030.091796875,0.023919597268104553,0.9339963833634719
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,0,4068,4030.93994140625,0.023658238351345062,0.9489150090415913
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,1,4068,4029.828369140625,0.02364598773419857,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,2,4068,4029.35400390625,0.023641280829906464,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,3,4068,4029.66455078125,0.023644505068659782,0.9566003616636528
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,4,4068,4030.013671875,0.023637304082512856,0.9475587703435805
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,5,4068,4030.826416015625,0.02365565486252308,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,6,4068,4029.8359375,0.023641647771000862,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,7,4068,4031.146240234375,0.023649008944630623,0.9543399638336347
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,8,4068,4030.115478515625,0.02365313284099102,0.9656419529837251
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,9,4068,4030.6650390625,0.02363390102982521,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,10,4068,4031.38427734375,0.023655949160456657,0.9462025316455696
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,11,4068,4029.380859375,0.02363591454923153,0.9498191681735986
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,12,4068,4030.84326171875,0.023648789152503014,0.9443942133815552
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,13,4068,4029.839111328125,0.023648425936698914,0.9511754068716094
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,14,4068,4029.71337890625,0.02364393137395382,0.9466546112115732
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,15,4068,4030.1416015625,0.023646622896194458,0.9534358047016275
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,16,4068,4030.041259765625,0.02363959327340126,0.9471066907775768
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,17,4068,4030.8544921875,0.02366161160171032,0.9547920433996383
bbh+gpqa+ifeval+math+musr,0,1e-05,0.42500000000000004,0.5,18,4068,4029.146240234375,0.023630334064364433,0.9534358047016275
