dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage
mmlu-pro,None,1.0,0.35,0.05,97,4211,3612.680908203125,0.012871455401182175,0.9362855851784908
mmlu-pro,None,1.0,0.35,0.05,98,4211,3612.75,0.01280877087265253,0.9394487121554451
mmlu-pro,None,1.0,0.35,0.05,99,4211,3610.638916015625,0.012821745127439499,0.94713059195662
mmlu-pro,None,1.0,0.35,0.25,0,4211,3747.638916015625,0.010745992884039879,0.9403524627202893
mmlu-pro,None,1.0,0.35,0.25,1,4211,3747.954345703125,0.010778340511023998,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.25,2,4211,3748.377685546875,0.01077575795352459,0.9421599638499775
mmlu-pro,None,1.0,0.35,0.25,3,4211,3748.408447265625,0.01077199261635542,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.25,4,4211,3748.722412109375,0.010767308063805103,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.25,5,4211,3749.19970703125,0.010800466872751713,0.9534568459105287
mmlu-pro,None,1.0,0.35,0.25,6,4211,3749.310791015625,0.01080980896949768,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.25,7,4211,3747.702880859375,0.010768341831862926,0.9403524627202893
mmlu-pro,None,1.0,0.35,0.25,8,4211,3751.24755859375,0.01079603098332882,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.25,9,4211,3747.625244140625,0.010780551470816135,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.25,10,4211,3746.13671875,0.010747515596449375,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.25,11,4211,3745.818603515625,0.010773515328764915,0.9403524627202893
mmlu-pro,None,1.0,0.35,0.25,12,4211,3751.521728515625,0.010792247019708157,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.25,13,4211,3746.784423828125,0.01077517494559288,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,14,4211,3747.020263671875,0.010785860940814018,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.25,15,4211,3747.993896484375,0.010804391466081142,0.9435155896972436
mmlu-pro,None,1.0,0.35,0.25,16,4211,3748.462646484375,0.010770880617201328,0.9507455942159965
mmlu-pro,None,1.0,0.35,0.25,17,4211,3749.050048828125,0.010809695348143578,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.25,18,4211,3746.7490234375,0.01075118500739336,0.9516493447808405
mmlu-pro,None,1.0,0.35,0.25,19,4211,3749.056396484375,0.010793250054121017,0.9566199728874831
mmlu-pro,None,1.0,0.35,0.25,20,4211,3750.083984375,0.010786390863358974,0.946678716674198
mmlu-pro,None,1.0,0.35,0.25,21,4211,3748.3935546875,0.010791702196002007,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.25,22,4211,3748.54296875,0.010774348862469196,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.25,23,4211,3748.236328125,0.010784451849758625,0.9399005874378672
mmlu-pro,None,1.0,0.35,0.25,24,4211,3747.865234375,0.010792531073093414,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.25,25,4211,3748.6591796875,0.010782714933156967,0.955716222322639
mmlu-pro,None,1.0,0.35,0.25,26,4211,3747.46630859375,0.01080925390124321,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.25,27,4211,3747.7998046875,0.010771076194941998,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.25,28,4211,3746.406982421875,0.01080978661775589,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.25,29,4211,3746.947998046875,0.010767679661512375,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.25,30,4211,3746.0283203125,0.01079243328422308,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.25,31,4211,3748.390869140625,0.01075809821486473,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.25,32,4211,3750.84228515625,0.010797268711030483,0.9412562132851333
mmlu-pro,None,1.0,0.35,0.25,33,4211,3746.837158203125,0.010799688287079334,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.25,34,4211,3747.369873046875,0.010796859860420227,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.25,35,4211,3747.232666015625,0.010802085511386395,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.25,36,4211,3748.157470703125,0.01078642439097166,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.25,37,4211,3747.25830078125,0.010786010883748531,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.25,38,4211,3751.1123046875,0.010782127268612385,0.94713059195662
mmlu-pro,None,1.0,0.35,0.25,39,4211,3748.863525390625,0.010771638713777065,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.25,40,4211,3748.46435546875,0.010781061835587025,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.25,41,4211,3749.305419921875,0.010801651515066624,0.955716222322639
mmlu-pro,None,1.0,0.35,0.25,42,4211,3748.866943359375,0.010786067694425583,0.947582467239042
mmlu-pro,None,1.0,0.35,0.25,43,4211,3748.335693359375,0.010789753869175911,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.25,44,4211,3747.119140625,0.0107820313423872,0.9435155896972436
mmlu-pro,None,1.0,0.35,0.25,45,4211,3747.717041015625,0.01077208761125803,0.9530049706281066
mmlu-pro,None,1.0,0.35,0.25,46,4211,3746.39990234375,0.010775989852845669,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.25,47,4211,3747.742431640625,0.010783839039504528,0.946678716674198
mmlu-pro,None,1.0,0.35,0.25,48,4211,3745.821044921875,0.0107962004840374,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.25,49,4211,3748.553955078125,0.010765213519334793,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.25,50,4211,3747.017578125,0.010787646286189556,0.94713059195662
mmlu-pro,None,1.0,0.35,0.25,51,4211,3749.439208984375,0.010808762162923813,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,52,4211,3747.565673828125,0.010790381580591202,0.9421599638499775
mmlu-pro,None,1.0,0.35,0.25,53,4211,3749.778076171875,0.010795642621815205,0.9534568459105287
mmlu-pro,None,1.0,0.35,0.25,54,4211,3745.81787109375,0.010771227069199085,0.9403524627202893
mmlu-pro,None,1.0,0.35,0.25,55,4211,3749.347412109375,0.01079344842582941,0.938996836873023
mmlu-pro,None,1.0,0.35,0.25,56,4211,3747.996337890625,0.010787634178996086,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.25,57,4211,3748.516357421875,0.010769831016659737,0.9430637144148215
mmlu-pro,None,1.0,0.35,0.25,58,4211,3747.384765625,0.01076874602586031,0.9408043380027112
mmlu-pro,None,1.0,0.35,0.25,59,4211,3747.02294921875,0.010754567570984364,0.9534568459105287
mmlu-pro,None,1.0,0.35,0.25,60,4211,3747.94482421875,0.010766429826617241,0.9430637144148215
mmlu-pro,None,1.0,0.35,0.25,61,4211,3748.3330078125,0.010782537050545216,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.25,62,4211,3746.678955078125,0.010756101459264755,0.9430637144148215
mmlu-pro,None,1.0,0.35,0.25,63,4211,3747.50146484375,0.010755588300526142,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,64,4211,3749.3935546875,0.010813592933118343,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.25,65,4211,3749.872802734375,0.010785020887851715,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,66,4211,3745.9677734375,0.010775362141430378,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.25,67,4211,3749.02197265625,0.01081933081150055,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.25,68,4211,3749.024658203125,0.010796169750392437,0.9403524627202893
mmlu-pro,None,1.0,0.35,0.25,69,4211,3746.42138671875,0.010797365568578243,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.25,70,4211,3745.09423828125,0.010785365477204323,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,71,4211,3748.054931640625,0.01079464890062809,0.9530049706281066
mmlu-pro,None,1.0,0.35,0.25,72,4211,3749.627197265625,0.010822407901287079,0.9399005874378672
mmlu-pro,None,1.0,0.35,0.25,73,4211,3748.072265625,0.010763082653284073,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,74,4211,3748.256103515625,0.010770116001367569,0.9412562132851333
mmlu-pro,None,1.0,0.35,0.25,75,4211,3747.80419921875,0.01077157910913229,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.25,76,4211,3748.86572265625,0.010751800611615181,0.9493899683687302
mmlu-pro,None,1.0,0.35,0.25,77,4211,3749.12451171875,0.010757312178611755,0.94713059195662
mmlu-pro,None,1.0,0.35,0.25,78,4211,3748.11865234375,0.010768799111247063,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.25,79,4211,3745.921630859375,0.0107802115380764,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.25,80,4211,3747.08349609375,0.01077722292393446,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.25,81,4211,3747.230224609375,0.010768556036055088,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.25,82,4211,3747.5615234375,0.010780470445752144,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.25,83,4211,3747.947509765625,0.010781352408230305,0.9507455942159965
mmlu-pro,None,1.0,0.35,0.25,84,4211,3747.1611328125,0.01076291874051094,0.9408043380027112
mmlu-pro,None,1.0,0.35,0.25,85,4211,3748.389892578125,0.01078780647367239,0.9399005874378672
mmlu-pro,None,1.0,0.35,0.25,86,4211,3749.215087890625,0.010782464407384396,0.9543605964753729
mmlu-pro,None,1.0,0.35,0.25,87,4211,3745.317138671875,0.010723943822085857,0.9507455942159965
mmlu-pro,None,1.0,0.35,0.25,88,4211,3747.63623046875,0.010765718296170235,0.9516493447808405
mmlu-pro,None,1.0,0.35,0.25,89,4211,3746.8359375,0.010774800553917885,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.25,90,4211,3748.752197265625,0.010764210484921932,0.946678716674198
mmlu-pro,None,1.0,0.35,0.25,91,4211,3749.201416015625,0.010789157822728157,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.25,92,4211,3748.57275390625,0.010768660344183445,0.9430637144148215
mmlu-pro,None,1.0,0.35,0.25,93,4211,3747.498291015625,0.010768224485218525,0.938996836873023
mmlu-pro,None,1.0,0.35,0.25,94,4211,3748.473876953125,0.010780654847621918,0.9417080885675554
mmlu-pro,None,1.0,0.35,0.25,95,4211,3749.499755859375,0.010784965939819813,0.946678716674198
mmlu-pro,None,1.0,0.35,0.25,96,4211,3746.909912109375,0.010776323266327381,0.94713059195662
mmlu-pro,None,1.0,0.35,0.25,97,4211,3748.36279296875,0.010779496282339096,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.25,98,4211,3748.89501953125,0.010763516649603844,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.25,99,4211,3746.7734375,0.010764867067337036,0.9417080885675554
mmlu-pro,None,1.0,0.35,0.5,0,4211,3903.8212890625,0.010665521956980228,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.5,1,4211,3901.61669921875,0.010649767704308033,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,2,4211,3903.497802734375,0.010654443874955177,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,3,4211,3902.68359375,0.010653508827090263,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.5,4,4211,3902.867919921875,0.010660507716238499,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.5,5,4211,3903.5673828125,0.010666465386748314,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,6,4211,3903.794677734375,0.010677550919353962,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.5,7,4211,3904.458984375,0.010642999783158302,0.9421599638499775
mmlu-pro,None,1.0,0.35,0.5,8,4211,3905.02197265625,0.010674258694052696,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.5,9,4211,3901.36328125,0.010663802735507488,0.9588793492995934
mmlu-pro,None,1.0,0.35,0.5,10,4211,3902.0,0.010645394213497639,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.5,11,4211,3901.062744140625,0.010657456703484058,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.5,12,4211,3903.656005859375,0.010662739165127277,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.5,13,4211,3902.995849609375,0.010678245685994625,0.9507455942159965
mmlu-pro,None,1.0,0.35,0.5,14,4211,3903.51806640625,0.010662559419870377,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.5,15,4211,3903.41650390625,0.010676335543394089,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.5,16,4211,3903.432373046875,0.010653272271156311,0.9566199728874831
mmlu-pro,None,1.0,0.35,0.5,17,4211,3905.81494140625,0.010669343173503876,0.9435155896972436
mmlu-pro,None,1.0,0.35,0.5,18,4211,3902.900390625,0.010647617280483246,0.9606868504292816
mmlu-pro,None,1.0,0.35,0.5,19,4211,3903.4599609375,0.010664842091500759,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.5,20,4211,3904.638427734375,0.010663805529475212,0.9566199728874831
mmlu-pro,None,1.0,0.35,0.5,21,4211,3902.042236328125,0.010662280023097992,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.5,22,4211,3902.7119140625,0.010659926570951939,0.9530049706281066
mmlu-pro,None,1.0,0.35,0.5,23,4211,3904.044189453125,0.010658335871994495,0.947582467239042
mmlu-pro,None,1.0,0.35,0.5,24,4211,3903.470703125,0.010669710114598274,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.5,25,4211,3902.13818359375,0.010668470524251461,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.5,26,4211,3903.95458984375,0.010675529949367046,0.9633981021238138
mmlu-pro,None,1.0,0.35,0.5,27,4211,3902.1005859375,0.010652813129127026,0.9566199728874831
mmlu-pro,None,1.0,0.35,0.5,28,4211,3902.601318359375,0.010673794895410538,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.5,29,4211,3902.96240234375,0.010648409835994244,0.9430637144148215
mmlu-pro,None,1.0,0.35,0.5,30,4211,3901.263427734375,0.010653780773282051,0.9417080885675554
mmlu-pro,None,1.0,0.35,0.5,31,4211,3904.09033203125,0.01065321359783411,0.9453230908269318
mmlu-pro,None,1.0,0.35,0.5,32,4211,3904.190185546875,0.010667271912097931,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.5,33,4211,3902.036376953125,0.010668870061635971,0.9543605964753729
mmlu-pro,None,1.0,0.35,0.5,34,4211,3902.837646484375,0.010677790269255638,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.5,35,4211,3902.23583984375,0.010665936395525932,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.5,36,4211,3904.485595703125,0.010660678148269653,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.5,37,4211,3903.25927734375,0.010658221319317818,0.9516493447808405
mmlu-pro,None,1.0,0.35,0.5,38,4211,3904.5244140625,0.010673408396542072,0.955716222322639
mmlu-pro,None,1.0,0.35,0.5,39,4211,3902.426513671875,0.010652512311935425,0.9367374604609128
mmlu-pro,None,1.0,0.35,0.5,40,4211,3903.121337890625,0.01067051850259304,0.9516493447808405
mmlu-pro,None,1.0,0.35,0.5,41,4211,3903.51806640625,0.010672319680452347,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.5,42,4211,3904.165771484375,0.010654021054506302,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.5,43,4211,3903.206787109375,0.010660942643880844,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.5,44,4211,3901.777099609375,0.010664986446499825,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.5,45,4211,3901.194091796875,0.010654337704181671,0.9530049706281066
mmlu-pro,None,1.0,0.35,0.5,46,4211,3901.17333984375,0.01066681183874607,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.5,47,4211,3903.874267578125,0.0106735210865736,0.956168097605061
mmlu-pro,None,1.0,0.35,0.5,48,4211,3901.90673828125,0.010669862851500511,0.9516493447808405
mmlu-pro,None,1.0,0.35,0.5,49,4211,3903.14453125,0.01065551582723856,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.5,50,4211,3904.107421875,0.01066218875348568,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,51,4211,3905.27001953125,0.01066685188561678,0.9530049706281066
mmlu-pro,None,1.0,0.35,0.5,52,4211,3902.62841796875,0.010656279511749744,0.947582467239042
mmlu-pro,None,1.0,0.35,0.5,53,4211,3904.195556640625,0.010662831366062164,0.9530049706281066
mmlu-pro,None,1.0,0.35,0.5,54,4211,3903.31396484375,0.010661748237907887,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.5,55,4211,3903.7919921875,0.010670133866369724,0.947582467239042
mmlu-pro,None,1.0,0.35,0.5,56,4211,3902.637451171875,0.010678942315280437,0.9543605964753729
mmlu-pro,None,1.0,0.35,0.5,57,4211,3903.6171875,0.010654285550117493,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.5,58,4211,3904.537109375,0.01064713392406702,0.9575237234523272
mmlu-pro,None,1.0,0.35,0.5,59,4211,3902.1259765625,0.01065400056540966,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.5,60,4211,3903.593994140625,0.010649655014276505,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,61,4211,3904.87109375,0.01066905539482832,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.5,62,4211,3902.249755859375,0.010661058127880096,0.947582467239042
mmlu-pro,None,1.0,0.35,0.5,63,4211,3902.27880859375,0.010657857172191143,0.9534568459105287
mmlu-pro,None,1.0,0.35,0.5,64,4211,3904.76953125,0.010688835754990578,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.5,65,4211,3903.45947265625,0.010654132813215256,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.5,66,4211,3901.63330078125,0.010651940479874611,0.947582467239042
mmlu-pro,None,1.0,0.35,0.5,67,4211,3901.541748046875,0.010675044730305672,0.946678716674198
mmlu-pro,None,1.0,0.35,0.5,68,4211,3902.712890625,0.010665166191756725,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.5,69,4211,3903.056396484375,0.010663578286767006,0.9430637144148215
mmlu-pro,None,1.0,0.35,0.5,70,4211,3901.81005859375,0.010656220838427544,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.5,71,4211,3903.327880859375,0.010664915665984154,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.5,72,4211,3903.60888671875,0.010671045631170273,0.94713059195662
mmlu-pro,None,1.0,0.35,0.5,73,4211,3901.02294921875,0.010659782215952873,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,74,4211,3902.345458984375,0.010648720897734165,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.5,75,4211,3902.67236328125,0.010652091354131699,0.9462268413917759
mmlu-pro,None,1.0,0.35,0.5,76,4211,3902.6357421875,0.010642408393323421,0.9493899683687302
mmlu-pro,None,1.0,0.35,0.5,77,4211,3903.35009765625,0.010649312287569046,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.5,78,4211,3902.7919921875,0.010647010989487171,0.9493899683687302
mmlu-pro,None,1.0,0.35,0.5,79,4211,3901.61767578125,0.010666116140782833,0.9394487121554451
mmlu-pro,None,1.0,0.35,0.5,80,4211,3903.2119140625,0.010657337494194508,0.938996836873023
mmlu-pro,None,1.0,0.35,0.5,81,4211,3903.85888671875,0.010665178298950195,0.946678716674198
mmlu-pro,None,1.0,0.35,0.5,82,4211,3904.345947265625,0.01067525614053011,0.9426118391323995
mmlu-pro,None,1.0,0.35,0.5,83,4211,3904.59814453125,0.010664442554116249,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.5,84,4211,3902.733154296875,0.010658894665539265,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.5,85,4211,3903.903076171875,0.010659857653081417,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.5,86,4211,3905.431396484375,0.010664854198694229,0.956168097605061
mmlu-pro,None,1.0,0.35,0.5,87,4211,3900.936279296875,0.010644323192536831,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.5,88,4211,3902.85791015625,0.010649841278791428,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.5,89,4211,3901.632080078125,0.010661044158041477,0.9552643470402169
mmlu-pro,None,1.0,0.35,0.5,90,4211,3902.510986328125,0.010661492124199867,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.5,91,4211,3903.857421875,0.010677913203835487,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.5,92,4211,3904.3447265625,0.010649067349731922,0.9435155896972436
mmlu-pro,None,1.0,0.35,0.5,93,4211,3903.170166015625,0.010660037398338318,0.94713059195662
mmlu-pro,None,1.0,0.35,0.5,94,4211,3903.42138671875,0.010670472867786884,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.5,95,4211,3903.4287109375,0.010656164027750492,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.5,96,4211,3902.26025390625,0.010660897009074688,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.5,97,4211,3903.493408203125,0.010659467428922653,0.956168097605061
mmlu-pro,None,1.0,0.35,0.5,98,4211,3903.138671875,0.010664364323019981,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.5,99,4211,3902.311279296875,0.010656936094164848,0.9408043380027112
mmlu-pro,None,1.0,0.35,0.75,0,4211,4048.910888671875,0.011531604453921318,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.75,1,4211,4048.9873046875,0.011533106677234173,0.9548124717577949
mmlu-pro,None,1.0,0.35,0.75,2,4211,4050.38525390625,0.011533951386809349,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.75,3,4211,4047.5,0.011525647714734077,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.75,4,4211,4048.52587890625,0.011528382077813148,0.9570718481699051
mmlu-pro,None,1.0,0.35,0.75,5,4211,4049.21728515625,0.011535818688571453,0.9453230908269318
mmlu-pro,None,1.0,0.35,0.75,6,4211,4048.704345703125,0.011539269238710403,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.75,7,4211,4049.169677734375,0.011521612294018269,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.75,8,4211,4050.080322265625,0.011536456644535065,0.9511974694984184
mmlu-pro,None,1.0,0.35,0.75,9,4211,4048.67236328125,0.011524111963808537,0.9516493447808405
mmlu-pro,None,1.0,0.35,0.75,10,4211,4049.256103515625,0.011524708941578865,0.9570718481699051
mmlu-pro,None,1.0,0.35,0.75,11,4211,4046.824462890625,0.011523246765136719,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.75,12,4211,4049.33935546875,0.011529293842613697,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.75,13,4211,4049.03564453125,0.011533301323652267,0.9548124717577949
mmlu-pro,None,1.0,0.35,0.75,14,4211,4048.54345703125,0.01152753084897995,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.75,15,4211,4048.62890625,0.011540736071765423,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.75,16,4211,4048.935302734375,0.011525463312864304,0.9489380930863082
mmlu-pro,None,1.0,0.35,0.75,17,4211,4051.76171875,0.011539241299033165,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.75,18,4211,4048.08837890625,0.011518927291035652,0.9543605964753729
mmlu-pro,None,1.0,0.35,0.75,19,4211,4048.8271484375,0.01153117697685957,0.9417080885675554
mmlu-pro,None,1.0,0.35,0.75,20,4211,4049.3798828125,0.011534232646226883,0.9448712155445097
mmlu-pro,None,1.0,0.35,0.75,21,4211,4048.69580078125,0.011530586518347263,0.9588793492995934
mmlu-pro,None,1.0,0.35,0.75,22,4211,4048.4033203125,0.011531108990311623,0.9602349751468595
mmlu-pro,None,1.0,0.35,0.75,23,4211,4050.279541015625,0.011531393975019455,0.9539087211929508
mmlu-pro,None,1.0,0.35,0.75,24,4211,4049.335693359375,0.011538626626133919,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.75,25,4211,4048.26611328125,0.011535418219864368,0.9525530953456847
mmlu-pro,None,1.0,0.35,0.75,26,4211,4048.231201171875,0.011534552089869976,0.9534568459105287
mmlu-pro,None,1.0,0.35,0.75,27,4211,4047.84716796875,0.011537808924913406,0.9484862178038862
mmlu-pro,None,1.0,0.35,0.75,28,4211,4047.133544921875,0.01154162548482418,0.9548124717577949
mmlu-pro,None,1.0,0.35,0.75,29,4211,4048.85302734375,0.011518432758748531,0.9408043380027112
mmlu-pro,None,1.0,0.35,0.75,30,4211,4048.56201171875,0.011534478515386581,0.946678716674198
mmlu-pro,None,1.0,0.35,0.75,31,4211,4048.66455078125,0.011528095230460167,0.9548124717577949
mmlu-pro,None,1.0,0.35,0.75,32,4211,4048.796142578125,0.011533341370522976,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.75,33,4211,4048.032470703125,0.01153250690549612,0.9453230908269318
mmlu-pro,None,1.0,0.35,0.75,34,4211,4049.33154296875,0.01154506765305996,0.9435155896972436
mmlu-pro,None,1.0,0.35,0.75,35,4211,4048.68212890625,0.011533220298588276,0.947582467239042
mmlu-pro,None,1.0,0.35,0.75,36,4211,4049.493896484375,0.011524469591677189,0.946678716674198
mmlu-pro,None,1.0,0.35,0.75,37,4211,4048.850830078125,0.01152539812028408,0.947582467239042
mmlu-pro,None,1.0,0.35,0.75,38,4211,4048.245361328125,0.011533140204846859,0.9493899683687302
mmlu-pro,None,1.0,0.35,0.75,39,4211,4047.064453125,0.011529587209224701,0.938093086308179
mmlu-pro,None,1.0,0.35,0.75,40,4211,4048.2353515625,0.01152436900883913,0.94713059195662
mmlu-pro,None,1.0,0.35,0.75,41,4211,4048.927001953125,0.011541837826371193,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.75,42,4211,4049.23486328125,0.01152747217565775,0.9507455942159965
mmlu-pro,None,1.0,0.35,0.75,43,4211,4049.83544921875,0.011532272212207317,0.9498418436511523
mmlu-pro,None,1.0,0.35,0.75,44,4211,4048.02099609375,0.011527263559401035,0.946678716674198
mmlu-pro,None,1.0,0.35,0.75,45,4211,4047.625244140625,0.011522535234689713,0.9548124717577949
mmlu-pro,None,1.0,0.35,0.75,46,4211,4047.389892578125,0.01153446827083826,0.9453230908269318
mmlu-pro,None,1.0,0.35,0.75,47,4211,4049.75537109375,0.011544271372258663,0.947582467239042
mmlu-pro,None,1.0,0.35,0.75,48,4211,4047.62939453125,0.011536939069628716,0.9620424762765477
mmlu-pro,None,1.0,0.35,0.75,49,4211,4049.3125,0.011527839116752148,0.9543605964753729
mmlu-pro,None,1.0,0.35,0.75,50,4211,4048.8154296875,0.011515993624925613,0.9480343425214641
mmlu-pro,None,1.0,0.35,0.75,51,4211,4050.3388671875,0.011531717143952847,0.9588793492995934
mmlu-pro,None,1.0,0.35,0.75,52,4211,4048.55078125,0.01152245793491602,0.9453230908269318
mmlu-pro,None,1.0,0.35,0.75,53,4211,4050.0888671875,0.011534004472196102,0.9502937189335744
mmlu-pro,None,1.0,0.35,0.75,54,4211,4048.540283203125,0.011530615389347076,0.9403524627202893
mmlu-pro,None,1.0,0.35,0.75,55,4211,4048.88232421875,0.011540254577994347,0.9457749661093539
mmlu-pro,None,1.0,0.35,0.75,56,4211,4048.80322265625,0.0115414559841156,0.9521012200632626
mmlu-pro,None,1.0,0.35,0.75,57,4211,4049.715576171875,0.011529290117323399,0.9534568459105287
mmlu-pro,None,1.0,0.35,0.75,58,4211,4049.361328125,0.011519447900354862,0.9543605964753729
mmlu-pro,None,1.0,0.35,0.75,59,4211,4048.22900390625,0.011524335481226444,0.9444193402620877
mmlu-pro,None,1.0,0.35,0.75,60,4211,4050.017578125,0.011527606286108494,0.9498418436511523
